temperature,rain,light,soil,umbrella
29.27,True,DRY,CLOSED
23.02,True,DRY,CLOSED
24.83,False,MOIST,CLOSED
28.83,False,DRY,CLOSED
20.95,True,DRY,CLOSED
22.46,False,MOIST,CLOSED
31.79,True,DRY,CLOSED
22.39,False,DRY,CLOSED
23.42,False,MOIST,CLOSED
23.04,True,MOIST,OPEN
29.47,True,DRY,CLOSED
29.84,True,MOIST,OPEN
30.19,False,DRY,OPEN
36.76,True,DRY,CLOSED
21.38,True,MOIST,OPEN
35.93,False,DRY,OPEN
34.19,False,DRY,OPEN
20.42,False,DRY,CLOSED
27.43,False,DRY,CLOSED
25.73,False,MOIST,CLOSED
24.86,True,MOIST,OPEN
30.59,False,MOIST,OPEN
29.03,True,MOIST,OPEN
30.88,False,MOIST,OPEN
27.24,True,DRY,CLOSED
34.63,True,MOIST,OPEN
21.37,False,MOIST,CLOSED
33.86,True,MOIST,OPEN
27.59,True,MOIST,OPEN
38.27,False,DRY,OPEN
30.78,True,MOIST,OPEN
31.59,False,DRY,OPEN
21.9,True,MOIST,OPEN
39.34,True,MOIST,OPEN
30.38,True,DRY,CLOSED
30.79,True,DRY,CLOSED
28.59,True,DRY,CLOSED
22.73,False,DRY,CLOSED
35.54,False,DRY,OPEN
33.87,True,MOIST,OPEN
24.97,False,MOIST,CLOSED
27.67,False,MOIST,CLOSED
25.22,True,DRY,CLOSED
37.42,True,DRY,CLOSED
35.03,False,MOIST,OPEN
38.71,True,MOIST,OPEN
22.81,False,MOIST,CLOSED
23.6,True,MOIST,OPEN
22.6,False,DRY,CLOSED
22.27,True,MOIST,OPEN
38.0,True,MOIST,OPEN
31.36,False,MOIST,OPEN
24.16,True,MOIST,OPEN
32.86,True,DRY,CLOSED
24.03,False,MOIST,CLOSED
30.82,True,MOIST,OPEN
32.79,True,DRY,CLOSED
26.57,True,MOIST,OPEN
21.41,True,DRY,CLOSED
37.87,True,DRY,CLOSED
38.04,False,DRY,OPEN
37.32,False,DRY,OPEN
24.17,False,MOIST,CLOSED
32.55,True,DRY,CLOSED
37.54,True,MOIST,OPEN
29.78,False,DRY,CLOSED
32.73,True,MOIST,OPEN
24.42,False,DRY,CLOSED
20.83,True,DRY,CLOSED
29.01,False,MOIST,CLOSED
32.35,False,DRY,OPEN
21.35,True,MOIST,OPEN
38.68,False,MOIST,OPEN
29.63,True,DRY,CLOSED
28.58,False,DRY,CLOSED
35.49,False,DRY,OPEN
30.25,True,DRY,CLOSED
32.98,True,MOIST,OPEN
39.63,True,DRY,CLOSED
32.4,False,MOIST,OPEN
27.3,False,DRY,CLOSED
31.27,True,MOIST,OPEN
21.01,False,DRY,CLOSED
28.25,True,DRY,CLOSED
38.18,False,DRY,OPEN
35.6,False,DRY,OPEN
27.32,True,DRY,CLOSED
26.39,False,MOIST,CLOSED
20.53,True,MOIST,OPEN
21.27,False,DRY,CLOSED
36.24,True,DRY,CLOSED
26.9,True,DRY,CLOSED
23.31,False,MOIST,CLOSED
29.43,True,DRY,CLOSED
38.53,False,DRY,OPEN
22.33,False,DRY,CLOSED
39.64,True,DRY,CLOSED
32.02,False,MOIST,OPEN
33.1,False,DRY,OPEN
28.39,False,DRY,CLOSED
32.03,False,DRY,OPEN
23.95,False,DRY,CLOSED
23.73,True,DRY,CLOSED
21.46,False,MOIST,CLOSED
39.69,True,MOIST,OPEN
24.53,True,DRY,CLOSED
35.47,False,DRY,OPEN
38.39,True,MOIST,OPEN
20.37,True,MOIST,OPEN
39.55,False,MOIST,OPEN
30.47,False,MOIST,OPEN
40.0,True,MOIST,OPEN
20.36,False,MOIST,CLOSED
28.54,False,MOIST,CLOSED
38.92,True,DRY,CLOSED
30.4,False,MOIST,OPEN
37.98,False,DRY,OPEN
33.45,True,DRY,CLOSED
38.05,True,DRY,CLOSED
35.28,True,MOIST,OPEN
27.87,False,MOIST,CLOSED
21.36,True,DRY,CLOSED
22.76,False,MOIST,CLOSED
21.45,False,DRY,CLOSED
39.74,False,MOIST,OPEN
32.75,False,DRY,OPEN
28.06,False,MOIST,CLOSED
34.58,True,DRY,CLOSED
20.7,False,DRY,CLOSED
22.91,False,MOIST,CLOSED
25.35,True,MOIST,OPEN
33.17,False,DRY,OPEN
38.03,True,DRY,CLOSED
30.81,True,DRY,CLOSED
27.24,True,MOIST,OPEN
37.14,False,DRY,OPEN
35.29,True,DRY,CLOSED
31.96,False,MOIST,OPEN
37.19,True,DRY,CLOSED
29.89,True,MOIST,OPEN
30.58,True,MOIST,OPEN
28.15,True,MOIST,OPEN
38.38,False,MOIST,OPEN
26.87,False,MOIST,CLOSED
29.0,True,DRY,CLOSED
36.77,False,MOIST,OPEN
20.66,False,DRY,CLOSED
34.45,True,DRY,CLOSED
32.64,True,MOIST,OPEN
39.25,False,DRY,OPEN
25.91,False,DRY,CLOSED
28.25,True,DRY,CLOSED
30.89,False,DRY,OPEN
28.31,True,MOIST,OPEN
28.09,False,MOIST,CLOSED
35.15,False,MOIST,OPEN
28.06,False,DRY,CLOSED
30.83,True,DRY,CLOSED
38.99,False,MOIST,OPEN
22.17,True,MOIST,OPEN
28.37,False,MOIST,CLOSED
25.59,True,DRY,CLOSED
20.74,True,DRY,CLOSED
21.8,False,DRY,CLOSED
30.83,True,MOIST,OPEN
25.33,False,DRY,CLOSED
31.79,True,MOIST,OPEN
26.27,True,MOIST,OPEN
39.85,True,MOIST,OPEN
35.13,True,DRY,CLOSED
30.76,False,DRY,OPEN
30.27,True,DRY,CLOSED
20.36,True,DRY,CLOSED
27.6,True,DRY,CLOSED
27.42,True,DRY,CLOSED
29.73,True,DRY,CLOSED
27.71,False,MOIST,CLOSED
27.05,False,MOIST,CLOSED
26.98,True,DRY,CLOSED
25.09,True,DRY,CLOSED
28.12,True,MOIST,OPEN
29.75,True,MOIST,OPEN
34.9,True,MOIST,OPEN
20.15,False,DRY,CLOSED
20.18,True,DRY,CLOSED
35.67,False,DRY,OPEN
22.97,True,DRY,CLOSED
38.25,False,MOIST,OPEN
31.76,True,DRY,CLOSED
25.53,True,DRY,CLOSED
34.25,False,DRY,OPEN
22.36,True,MOIST,OPEN
24.87,False,MOIST,CLOSED
25.19,False,MOIST,CLOSED
33.7,False,DRY,OPEN
36.1,True,DRY,CLOSED
22.52,True,MOIST,OPEN
37.28,True,DRY,CLOSED
25.91,False,MOIST,CLOSED
23.28,True,DRY,CLOSED
35.85,False,DRY,OPEN
25.08,False,DRY,CLOSED
20.01,True,MOIST,OPEN
22.31,False,MOIST,CLOSED
21.77,False,DRY,CLOSED
28.05,False,MOIST,CLOSED
39.56,True,MOIST,OPEN
30.62,True,MOIST,OPEN
24.24,False,DRY,CLOSED
26.29,True,DRY,CLOSED
21.01,False,DRY,CLOSED
23.66,False,DRY,CLOSED
24.93,False,MOIST,CLOSED
30.04,False,MOIST,OPEN
21.03,True,MOIST,OPEN
30.34,True,MOIST,OPEN
26.6,True,MOIST,OPEN
25.0,True,MOIST,OPEN
26.68,True,DRY,CLOSED
28.53,False,MOIST,CLOSED
27.0,True,DRY,CLOSED
36.32,True,MOIST,OPEN
23.97,False,DRY,CLOSED
27.3,False,DRY,CLOSED
21.07,True,DRY,CLOSED
30.24,False,MOIST,OPEN
28.8,True,MOIST,OPEN
31.52,True,MOIST,OPEN
20.39,False,DRY,CLOSED
28.65,False,DRY,CLOSED
23.62,True,MOIST,OPEN
31.63,False,MOIST,OPEN
31.67,True,MOIST,OPEN
30.56,True,MOIST,OPEN
32.02,False,DRY,OPEN
30.92,False,DRY,OPEN
23.81,False,MOIST,CLOSED
25.94,False,MOIST,CLOSED
39.88,False,DRY,OPEN
20.36,True,DRY,CLOSED
28.97,True,DRY,CLOSED
35.44,False,MOIST,OPEN
21.99,True,DRY,CLOSED
20.62,True,DRY,CLOSED
29.55,False,MOIST,CLOSED
31.24,True,MOIST,OPEN
23.92,True,DRY,CLOSED
30.86,True,MOIST,OPEN
23.69,True,MOIST,OPEN
24.97,True,MOIST,OPEN
22.05,False,MOIST,CLOSED
37.47,False,DRY,OPEN
31.59,True,MOIST,OPEN
34.94,True,MOIST,OPEN
23.48,True,DRY,CLOSED
35.37,False,MOIST,OPEN
38.1,False,DRY,OPEN
37.5,False,DRY,OPEN
21.74,True,MOIST,OPEN
32.93,True,MOIST,OPEN
30.12,True,MOIST,OPEN
21.81,True,DRY,CLOSED
38.93,False,MOIST,OPEN
32.57,True,MOIST,OPEN
31.67,False,DRY,OPEN
23.06,True,MOIST,OPEN
21.35,False,DRY,CLOSED
38.17,True,DRY,CLOSED
39.52,True,MOIST,OPEN
25.85,True,MOIST,OPEN
36.99,False,MOIST,OPEN
35.73,False,MOIST,OPEN
35.52,True,DRY,CLOSED
38.82,False,DRY,OPEN
21.96,True,DRY,CLOSED
27.98,False,MOIST,CLOSED
28.26,False,MOIST,CLOSED
28.2,True,MOIST,OPEN
24.59,True,MOIST,OPEN
31.31,True,MOIST,OPEN
24.79,False,DRY,CLOSED
26.58,True,DRY,CLOSED
39.83,False,MOIST,OPEN
22.85,False,DRY,CLOSED
35.62,False,DRY,OPEN
38.8,True,MOIST,OPEN
23.09,False,MOIST,CLOSED
37.96,True,DRY,CLOSED
38.86,False,DRY,OPEN
32.09,True,MOIST,OPEN
36.44,True,MOIST,OPEN
34.24,False,MOIST,OPEN
35.51,False,MOIST,OPEN
23.53,False,MOIST,CLOSED
20.27,False,MOIST,CLOSED
21.93,False,MOIST,CLOSED
22.03,True,MOIST,OPEN
36.01,True,MOIST,OPEN
38.1,False,MOIST,OPEN
35.79,True,DRY,CLOSED
26.45,False,MOIST,CLOSED
34.2,True,MOIST,OPEN
39.07,True,DRY,CLOSED
37.74,False,MOIST,OPEN
39.05,False,DRY,OPEN
39.96,False,MOIST,OPEN
34.2,True,MOIST,OPEN
27.67,True,MOIST,OPEN
20.53,False,MOIST,CLOSED
39.72,False,DRY,OPEN
22.67,True,DRY,CLOSED
24.28,True,MOIST,OPEN
20.34,True,DRY,CLOSED
34.68,True,DRY,CLOSED
29.04,False,MOIST,CLOSED
37.66,False,DRY,OPEN
33.88,True,MOIST,OPEN
27.04,True,MOIST,OPEN
34.85,True,DRY,CLOSED
22.03,False,MOIST,CLOSED
20.55,False,DRY,CLOSED
38.91,False,DRY,OPEN
28.84,True,DRY,CLOSED
32.34,True,DRY,CLOSED
30.9,True,DRY,CLOSED
25.67,False,DRY,CLOSED
30.8,False,MOIST,CLOSED
25.96,True,DRY,CLOSED
20.83,True,MOIST,CLOSED
29.44,False,DRY,CLOSED
27.92,True,DRY,CLOSED
32.24,False,DRY,CLOSED
26.42,True,MOIST,CLOSED
26.7,True,MOIST,CLOSED
39.81,True,DRY,CLOSED
21.48,False,DRY,CLOSED
29.19,True,DRY,CLOSED
28.12,True,MOIST,CLOSED
37.7,False,MOIST,CLOSED
26.73,True,DRY,CLOSED
29.66,False,MOIST,CLOSED
39.86,False,MOIST,CLOSED
35.0,False,DRY,CLOSED
23.02,True,DRY,CLOSED
26.46,False,MOIST,CLOSED
25.41,True,MOIST,CLOSED
37.69,True,DRY,CLOSED
22.52,True,DRY,CLOSED
27.87,False,MOIST,CLOSED
21.77,False,MOIST,CLOSED
25.59,True,MOIST,CLOSED
36.96,False,DRY,CLOSED
30.94,True,DRY,CLOSED
24.88,False,MOIST,CLOSED
29.56,False,DRY,CLOSED
33.38,True,MOIST,CLOSED
34.16,False,MOIST,CLOSED
20.71,True,DRY,CLOSED
25.48,True,MOIST,CLOSED
35.96,False,MOIST,CLOSED
37.07,True,MOIST,CLOSED
36.83,True,MOIST,CLOSED
26.64,False,MOIST,CLOSED
35.26,True,MOIST,CLOSED
26.22,False,MOIST,CLOSED
28.34,True,DRY,CLOSED
32.98,False,MOIST,CLOSED
23.01,False,DRY,CLOSED
29.14,True,DRY,CLOSED
37.46,True,DRY,CLOSED
29.04,True,DRY,CLOSED
21.01,True,DRY,CLOSED
24.55,False,DRY,CLOSED
28.73,False,MOIST,CLOSED
30.89,True,DRY,CLOSED
23.46,True,MOIST,CLOSED
29.2,True,DRY,CLOSED
22.18,True,DRY,CLOSED
21.23,False,MOIST,CLOSED
36.07,True,DRY,CLOSED
24.59,True,DRY,CLOSED
29.11,False,DRY,CLOSED
20.98,False,DRY,CLOSED
36.18,False,MOIST,CLOSED
25.42,True,DRY,CLOSED
30.52,True,MOIST,CLOSED
35.2,False,DRY,CLOSED
36.03,False,DRY,CLOSED
31.01,True,DRY,CLOSED
21.57,True,DRY,CLOSED
24.2,True,MOIST,CLOSED
23.5,True,MOIST,CLOSED
36.8,True,DRY,CLOSED
31.09,True,DRY,CLOSED
30.91,False,MOIST,CLOSED
36.07,True,DRY,CLOSED
36.66,False,MOIST,CLOSED
36.85,True,DRY,CLOSED
25.75,True,MOIST,CLOSED
27.01,False,MOIST,CLOSED
28.75,True,DRY,CLOSED
28.2,True,MOIST,CLOSED
28.81,False,MOIST,CLOSED
26.74,True,DRY,CLOSED
20.67,True,DRY,CLOSED
21.88,True,DRY,CLOSED
36.38,False,MOIST,CLOSED
21.22,False,MOIST,CLOSED
32.9,True,MOIST,CLOSED
23.54,False,MOIST,CLOSED
35.94,True,MOIST,CLOSED
36.3,False,DRY,CLOSED
36.65,False,DRY,CLOSED
24.73,False,MOIST,CLOSED
37.55,True,MOIST,CLOSED
38.18,True,MOIST,CLOSED
31.94,False,MOIST,CLOSED
35.24,True,MOIST,CLOSED
28.03,False,DRY,CLOSED
21.85,False,DRY,CLOSED
28.56,False,DRY,CLOSED
34.43,False,DRY,OPEN
21.05,False,MOIST,CLOSED
24.72,False,DRY,CLOSED
35.51,True,DRY,CLOSED
28.25,True,DRY,CLOSED
22.71,True,MOIST,OPEN
30.0,True,MOIST,OPEN
36.95,True,DRY,CLOSED
29.21,False,MOIST,CLOSED
38.49,False,MOIST,OPEN
35.99,False,MOIST,OPEN
30.55,True,MOIST,OPEN
38.69,True,DRY,CLOSED
32.83,False,DRY,OPEN
33.71,False,MOIST,OPEN
39.89,True,MOIST,OPEN
27.85,True,DRY,CLOSED
23.8,True,MOIST,OPEN
28.59,True,DRY,CLOSED
27.45,True,DRY,CLOSED
30.66,False,MOIST,OPEN
25.96,True,DRY,CLOSED
22.08,True,DRY,CLOSED
26.45,True,MOIST,OPEN
33.19,False,DRY,OPEN
39.99,False,MOIST,OPEN
20.52,False,DRY,OPEN
34.18,False,DRY,OPEN
30.23,False,DRY,OPEN
34.08,True,DRY,OPEN
23.23,False,DRY,OPEN
23.17,True,MOIST,OPEN
23.66,True,MOIST,OPEN
30.61,False,MOIST,OPEN
24.62,True,MOIST,OPEN
26.39,False,MOIST,OPEN
24.32,False,DRY,OPEN
26.09,True,MOIST,OPEN
34.15,False,DRY,OPEN
25.11,True,DRY,OPEN
29.28,False,DRY,OPEN
26.95,False,DRY,OPEN
34.73,True,DRY,OPEN
24.85,False,DRY,OPEN
26.87,False,MOIST,OPEN
26.78,False,DRY,OPEN
33.61,False,DRY,OPEN
26.11,False,DRY,OPEN
24.8,False,DRY,OPEN
27.25,True,MOIST,OPEN
35.72,False,DRY,OPEN
28.16,True,DRY,OPEN
26.54,False,MOIST,OPEN
25.86,False,MOIST,OPEN
24.74,True,DRY,OPEN
21.88,True,DRY,OPEN
24.23,True,MOIST,OPEN
25.01,False,MOIST,OPEN
27.01,False,MOIST,OPEN
22.68,True,MOIST,OPEN
33.79,False,DRY,OPEN
33.33,False,DRY,OPEN
30.24,True,DRY,OPEN
21.17,True,MOIST,OPEN
32.52,False,DRY,OPEN
20.1,True,DRY,OPEN
22.06,False,DRY,OPEN
35.66,False,DRY,OPEN
25.09,False,MOIST,OPEN
21.9,True,MOIST,OPEN
32.47,False,DRY,OPEN
36.13,True,MOIST,OPEN
20.7,False,DRY,OPEN
29.76,False,DRY,OPEN
33.35,True,MOIST,OPEN
39.16,False,DRY,OPEN
31.94,True,DRY,OPEN
37.65,True,MOIST,OPEN
38.78,True,MOIST,OPEN
23.85,True,MOIST,OPEN
24.26,False,DRY,OPEN
39.76,False,DRY,OPEN
29.65,True,DRY,OPEN
22.61,False,DRY,OPEN
22.64,False,MOIST,OPEN
34.66,False,DRY,OPEN
31.31,False,DRY,OPEN
20.24,False,DRY,OPEN
27.74,True,MOIST,OPEN
27.19,False,DRY,OPEN
22.51,False,DRY,OPEN
26.91,True,MOIST,OPEN
34.8,True,MOIST,OPEN
27.03,True,DRY,OPEN
24.9,True,DRY,OPEN
24.87,False,DRY,OPEN
23.54,False,DRY,OPEN
38.56,False,DRY,OPEN
35.16,False,DRY,OPEN
22.55,True,DRY,OPEN
39.94,True,DRY,OPEN
38.7,False,MOIST,OPEN
36.48,True,DRY,OPEN
35.17,True,MOIST,OPEN
30.48,False,MOIST,OPEN
22.44,False,DRY,OPEN
26.92,True,MOIST,OPEN
21.84,False,DRY,OPEN
30.94,True,DRY,OPEN
37.09,True,DRY,OPEN
29.29,False,DRY,OPEN
22.54,False,MOIST,OPEN
37.58,True,DRY,OPEN
25.51,True,DRY,OPEN
26.57,True,MOIST,OPEN
33.67,True,MOIST,OPEN
22.12,False,DRY,OPEN
27.71,False,MOIST,OPEN
34.02,True,DRY,OPEN
21.62,False,MOIST,OPEN
37.16,False,DRY,OPEN
37.67,True,DRY,OPEN
25.32,False,DRY,OPEN
22.96,True,MOIST,OPEN
33.69,True,DRY,OPEN
22.01,True,DRY,OPEN
32.58,False,MOIST,OPEN
26.09,False,DRY,OPEN
38.82,False,MOIST,OPEN
21.25,False,DRY,OPEN
27.17,True,DRY,OPEN
27.42,False,DRY,OPEN
29.58,True,MOIST,OPEN
35.9,False,MOIST,OPEN
31.51,True,DRY,OPEN
37.85,False,DRY,OPEN
31.29,True,DRY,OPEN
31.85,True,DRY,OPEN
35.05,True,DRY,OPEN
38.92,True,MOIST,OPEN
21.81,True,DRY,OPEN
20.03,False,MOIST,OPEN
25.93,False,MOIST,OPEN
20.85,False,DRY,OPEN
26.15,False,MOIST,OPEN
27.94,False,MOIST,OPEN
27.85,True,MOIST,OPEN
30.28,False,MOIST,OPEN
23.53,False,MOIST,OPEN
30.56,True,DRY,OPEN
24.18,True,DRY,OPEN
38.69,False,MOIST,OPEN
22.3,False,DRY,OPEN
39.59,True,DRY,OPEN
39.67,False,MOIST,OPEN
20.17,False,MOIST,OPEN
25.19,True,DRY,OPEN
29.52,False,DRY,OPEN
36.75,False,MOIST,OPEN
23.88,False,DRY,OPEN
31.4,False,DRY,OPEN
21.1,False,MOIST,OPEN
20.3,False,MOIST,OPEN
23.84,False,DRY,OPEN
30.93,False,DRY,OPEN
29.79,False,MOIST,OPEN
26.14,False,MOIST,OPEN
35.26,True,MOIST,OPEN
34.0,True,DRY,OPEN
21.14,True,DRY,OPEN
35.62,True,DRY,OPEN
20.15,False,MOIST,OPEN
27.18,True,DRY,OPEN
34.87,True,MOIST,OPEN
24.8,True,MOIST,OPEN
32.65,False,MOIST,OPEN
20.39,False,DRY,OPEN
31.37,False,DRY,OPEN
35.67,False,MOIST,OPEN
23.53,False,DRY,OPEN
33.93,True,MOIST,OPEN
21.13,False,DRY,OPEN
26.26,False,DRY,OPEN
29.04,False,MOIST,OPEN
27.93,True,MOIST,OPEN
29.89,False,MOIST,OPEN
21.56,False,MOIST,OPEN
30.65,False,MOIST,OPEN
25.7,False,DRY,OPEN
25.54,False,MOIST,OPEN
37.79,True,MOIST,OPEN
24.53,True,MOIST,OPEN
33.52,False,MOIST,OPEN
24.94,True,DRY,OPEN
29.93,True,DRY,OPEN
31.37,False,DRY,OPEN
37.58,False,DRY,OPEN
24.87,True,DRY,OPEN
31.99,False,DRY,OPEN
22.25,False,DRY,OPEN
30.35,False,MOIST,OPEN
33.04,True,MOIST,OPEN
38.32,True,DRY,OPEN
25.48,False,DRY,OPEN
34.23,True,MOIST,OPEN
29.0,False,DRY,OPEN
27.81,True,DRY,OPEN
20.2,False,MOIST,OPEN
36.03,True,DRY,OPEN
25.46,False,MOIST,OPEN
22.48,True,DRY,OPEN
36.56,False,MOIST,OPEN
25.08,True,DRY,OPEN
29.48,True,DRY,OPEN
31.43,True,DRY,OPEN
30.9,False,DRY,OPEN
31.02,True,DRY,OPEN
27.54,True,DRY,OPEN
37.18,True,MOIST,OPEN
35.34,True,DRY,OPEN
23.07,True,MOIST,OPEN
38.75,True,DRY,OPEN
21.54,True,MOIST,OPEN
24.98,False,DRY,OPEN
35.61,True,DRY,OPEN
30.6,True,MOIST,OPEN
25.26,False,DRY,OPEN
29.9,False,DRY,OPEN
35.44,False,MOIST,OPEN
20.72,False,DRY,OPEN
29.33,True,MOIST,OPEN
33.93,False,MOIST,OPEN
24.92,False,DRY,OPEN
38.59,False,DRY,OPEN
30.92,True,DRY,OPEN
35.03,False,DRY,OPEN
25.65,False,DRY,OPEN
22.76,False,DRY,OPEN
36.2,True,DRY,OPEN
30.1,True,DRY,OPEN
22.87,False,MOIST,OPEN
22.76,True,DRY,OPEN
34.48,False,DRY,OPEN
32.14,True,MOIST,OPEN
24.04,True,MOIST,OPEN
37.11,True,MOIST,OPEN
24.92,True,DRY,OPEN
28.48,False,MOIST,OPEN
32.59,False,DRY,OPEN
20.95,True,DRY,OPEN
33.19,False,MOIST,OPEN
32.4,False,MOIST,OPEN
29.25,True,DRY,OPEN
34.86,True,DRY,OPEN
27.77,True,MOIST,OPEN
39.14,False,DRY,OPEN
39.03,False,DRY,OPEN
35.97,False,MOIST,OPEN
37.78,True,MOIST,OPEN
32.73,True,DRY,OPEN
29.02,False,DRY,OPEN
25.51,False,DRY,OPEN
29.83,True,DRY,OPEN
20.04,True,MOIST,OPEN
39.44,True,DRY,OPEN
30.83,False,MOIST,OPEN
28.03,False,MOIST,OPEN
24.48,True,MOIST,OPEN
32.72,False,DRY,OPEN
27.28,True,MOIST,OPEN
28.68,True,MOIST,OPEN
31.07,False,MOIST,OPEN
29.28,True,MOIST,OPEN
32.08,False,DRY,OPEN
